symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2019-05-28 00:00:00+00:00,178.23,180.59,177.91,178.92,27948160,43.00288941,43.57230432,42.92568061,43.16937089,111792640,0,1
AAPL,2019-05-29 00:00:00+00:00,177.38,179.35,176,176.42,28481165,42.79780353,43.27312021,42.46484058,42.56617713,113924660,0,1
AAPL,2019-05-30 00:00:00+00:00,178.3,179.23,176.67,177.95,21218412,43.01977883,43.24416691,42.6264965,42.93533171,84873648,0,1
AAPL,2019-05-31 00:00:00+00:00,175.07,177.99,174.99,176.23,27043584,42.2404525,42.94498281,42.2211503,42.5203344,108174336,0,1
AAPL,2019-06-03 00:00:00+00:00,173.3,177.92,170.27,175.6,40396069,41.81339132,42.92809338,41.08232048,42.36832957,161584276,0,1
AAPL,2019-06-04 00:00:00+00:00,179.64,179.83,174.52,175.44,30967961,43.34309069,43.38893341,42.10774987,42.32972517,123871844,0,1
AAPL,2019-06-05 00:00:00+00:00,182.54,184.99,181.14,184.28,29773427,44.04279545,44.63392533,43.70500694,44.4626183,119093708,0,1
AAPL,2019-06-06 00:00:00+00:00,185.22,185.47,182.15,183.08,22526311,44.68941916,44.74973853,43.94869722,44.1730853,90105244,0,1
AAPL,2019-06-07 00:00:00+00:00,190.15,191.92,185.77,186.51,30684393,45.87891725,46.30597843,44.82212178,45.00066713,122737572,0,1
AAPL,2019-06-10 00:00:00+00:00,192.58,195.37,191.62,191.81,26220851,46.46522158,47.13838581,46.23359518,46.2794379,104883404,0,1
AAPL,2019-06-11 00:00:00+00:00,194.81,196,193.6,194.86,26932882,47.00327041,47.29039064,46.71132463,47.01533429,107731528,0,1
AAPL,2019-06-12 00:00:00+00:00,194.19,195.97,193.39,193.95,18253189,46.85367836,47.28315232,46.66065636,46.79577176,73012756,0,1
AAPL,2019-06-13 00:00:00+00:00,194.15,196.79,193.6,194.7,21674625,46.84402726,47.48099987,46.71132463,46.97672989,86698500,0,1
AAPL,2019-06-14 00:00:00+00:00,192.74,193.59,190.3,191.55,18761474,46.50382598,46.70891186,45.91510887,46.21670575,75045896,0,1
AAPL,2019-06-17 00:00:00+00:00,193.89,194.96,192.17,192.9,14669144,46.78129511,47.03946204,46.3662978,46.54243038,58676576,0,1
AAPL,2019-06-18 00:00:00+00:00,198.45,200.29,195.21,196.05,26551004,47.88152052,48.32547113,47.09978141,47.30245452,106204016,0,1
AAPL,2019-06-19 00:00:00+00:00,197.87,199.88,197.31,199.68,21124235,47.74157957,48.22654735,47.60646417,48.17829185,84496940,0,1
AAPL,2019-06-20 00:00:00+00:00,199.46,200.61,198.03,200.37,21513988,48.1252108,48.40267993,47.78018397,48.34477333,86055952,0,1
AAPL,2019-06-21 00:00:00+00:00,198.78,200.85,198.15,198.8,47800589,47.9611421,48.46058653,47.80913727,47.96596765,191202356,0,1
AAPL,2019-06-24 00:00:00+00:00,198.58,200.16,198.17,198.54,18220421,47.9128866,48.29410505,47.81396282,47.9032355,72881684,0,1
AAPL,2019-06-25 00:00:00+00:00,195.57,199.26,195.29,198.43,21070334,47.18664131,48.0769553,47.11908361,47.87669497,84281336,0,1
AAPL,2019-06-26 00:00:00+00:00,199.8,200.99,197.35,197.77,26067512,48.20724515,48.49436538,47.61611527,47.71745182,104270048,0,1
AAPL,2019-06-27 00:00:00+00:00,199.74,201.57,199.57,200.29,20899717,48.1927685,48.63430633,48.15175133,48.32547113,83598868,0,1
AAPL,2019-06-28 00:00:00+00:00,197.92,199.5,197.05,198.68,31110642,47.75364345,48.1348619,47.54373202,47.93701435,124442568,0,1
AAPL,2019-07-01 00:00:00+00:00,201.55,204.49,200.65,203.17,27316739,48.62948078,49.33883664,48.41233103,49.02035034,109266956,0,1
AAPL,2019-07-02 00:00:00+00:00,202.73,203.13,201.36,201.41,16935217,48.91418824,49.01069924,48.58363806,48.59570193,67740868,0,1
AAPL,2019-07-03 00:00:00+00:00,204.41,204.44,202.69,203.28,11362045,49.31953444,49.32677277,48.90453714,49.04689086,45448180,0,1
AAPL,2019-07-05 00:00:00+00:00,204.23,205.08,202.9,203.35,17265518,49.27610449,49.48119037,48.95520541,49.06378029,69062072,0,1
